ID,CSE1,CSE2,CSE3,CSE4,SECTION,AVG_MARK,Grade,Highest_Mark_Subject,Lowest_Mark_Subject,Highest_Mark,Lowest_Mark,MAX_AVG_MARK_SECTION
382,36,40,57,62,B,48.75,D,CSE4,CSE1,62,36,89.75
383,42,53,33,55,C,45.75,D,CSE4,CSE3,55,33,91.25
384,49,60,84,31,C,56.0,C,CSE3,CSE4,84,31,91.25
385,31,46,72,33,B,45.5,D,CSE3,CSE1,72,31,89.75
386,76,71,79,36,B,65.5,C,CSE3,CSE4,79,36,89.75
387,70,70,72,31,A,60.75,C,CSE3,CSE4,72,31,91.75
388,27,48,83,55,A,53.25,C,CSE3,CSE1,83,27,91.75
389,56,47,31,69,A,50.75,C,CSE4,CSE3,69,31,91.75
390,59,72,82,46,B,64.75,C,CSE3,CSE4,82,46,89.75
391,65,73,69,37,C,61.0,C,CSE2,CSE4,73,37,91.25
392,66,48,94,51,D,64.75,C,CSE3,CSE2,94,48,89.75
393,50,73,53,32,A,52.0,C,CSE2,CSE4,73,32,91.75
394,91,68,58,58,B,68.75,C,CSE1,CSE3,91,58,89.75
395,31,33,39,70,C,43.25,D,CSE4,CSE1,70,31,91.25
396,78,53,40,53,D,56.0,C,CSE1,CSE3,78,40,89.75
397,74,79,47,25,A,56.25,C,CSE2,CSE4,79,25,91.75
398,68,38,78,90,B,68.5,C,CSE4,CSE2,90,38,89.75
399,32,90,83,58,A,65.75,C,CSE2,CSE1,90,32,91.75
400,83,68,28,88,D,66.75,C,CSE4,CSE3,88,28,89.75
401,41,45,41,74,A,50.25,C,CSE4,CSE1,74,41,91.75
402,89,30,34,65,C,54.5,C,CSE1,CSE2,89,30,91.25
403,42,43,51,88,D,56.0,C,CSE4,CSE1,88,42,89.75
404,26,84,75,70,C,63.75,C,CSE2,CSE1,84,26,91.25
405,31,58,80,87,D,64.0,C,CSE4,CSE1,87,31,89.75
406,71,55,86,54,D,66.5,C,CSE3,CSE4,86,54,89.75
407,40,43,59,58,C,50.0,C,CSE3,CSE1,59,40,91.25
408,28,82,92,34,D,59.0,C,CSE3,CSE1,92,28,89.75
409,66,81,66,48,D,65.25,C,CSE2,CSE4,81,48,89.75
410,32,50,39,92,D,53.25,C,CSE4,CSE1,92,32,89.75
411,72,30,31,80,D,53.25,C,CSE4,CSE2,80,30,89.75
412,92,91,91,48,A,80.5,A-,CSE1,CSE4,92,48,91.75
413,69,27,84,44,A,56.0,C,CSE3,CSE2,84,27,91.75
414,55,92,63,34,B,61.0,C,CSE2,CSE4,92,34,89.75
415,29,72,86,58,C,61.25,C,CSE3,CSE1,86,29,91.25
416,41,52,85,69,A,61.75,C,CSE3,CSE1,85,41,91.75
417,26,51,73,75,B,56.25,C,CSE4,CSE1,75,26,89.75
418,32,88,80,27,A,56.75,C,CSE2,CSE4,88,27,91.75
419,35,29,70,90,D,56.0,C,CSE4,CSE2,90,29,89.75
420,83,28,58,28,A,49.25,Invalid,CSE1,CSE2,83,28,91.75
421,75,73,60,30,D,59.5,C,CSE1,CSE4,75,30,89.75
422,71,47,53,42,A,53.25,C,CSE1,CSE4,71,42,91.75
423,43,47,25,67,C,45.5,D,CSE4,CSE3,67,25,91.25
424,65,78,48,71,A,65.5,C,CSE2,CSE3,78,48,91.75
425,92,67,42,82,D,70.75,B,CSE1,CSE3,92,42,89.75
426,79,73,88,43,D,70.75,B,CSE3,CSE4,88,43,89.75
427,82,45,39,64,C,57.5,C,CSE1,CSE3,82,39,91.25
428,36,25,56,81,D,49.5,Invalid,CSE4,CSE2,81,25,89.75
429,61,38,64,32,D,48.75,D,CSE3,CSE4,64,32,89.75
430,34,31,65,70,A,50.0,C,CSE4,CSE2,70,31,91.75
431,25,52,59,83,A,54.75,C,CSE4,CSE1,83,25,91.75
432,91,39,66,28,D,56.0,C,CSE1,CSE4,91,28,89.75
433,27,48,81,78,A,58.5,C,CSE3,CSE1,81,27,91.75
434,64,48,27,74,D,53.25,C,CSE4,CSE3,74,27,89.75
435,45,31,76,39,D,47.75,D,CSE3,CSE2,76,31,89.75
436,93,80,88,82,D,85.75,A-,CSE1,CSE2,93,80,89.75
437,75,76,58,55,A,66.0,C,CSE2,CSE4,76,55,91.75
438,86,79,60,84,A,77.25,B,CSE1,CSE3,86,60,91.75
439,41,86,48,76,A,62.75,C,CSE2,CSE1,86,41,91.75
440,32,56,61,83,D,58.0,C,CSE4,CSE1,83,32,89.75
441,56,81,54,79,A,67.5,C,CSE2,CSE3,81,54,91.75
442,87,73,70,70,D,75.0,B,CSE1,CSE3,87,70,89.75
443,93,43,37,74,B,61.75,C,CSE1,CSE3,93,37,89.75
444,38,62,83,73,A,64.0,C,CSE3,CSE1,83,38,91.75
445,27,84,27,86,C,56.0,C,CSE4,CSE1,86,27,91.25
446,91,92,39,44,A,66.5,C,CSE2,CSE3,92,39,91.75
447,71,66,40,69,A,61.5,C,CSE1,CSE3,71,40,91.75
448,75,31,70,81,B,64.25,C,CSE4,CSE2,81,31,89.75
449,69,70,50,39,C,57.0,C,CSE2,CSE4,70,39,91.25
450,94,28,29,59,C,52.5,C,CSE1,CSE2,94,28,91.25
451,67,82,75,42,C,66.5,C,CSE2,CSE4,82,42,91.25
452,29,29,85,76,A,54.75,C,CSE3,CSE1,85,29,91.75
453,52,61,50,42,B,51.25,C,CSE2,CSE4,61,42,89.75
454,50,25,51,93,B,54.75,C,CSE4,CSE2,93,25,89.75
455,89,43,45,43,B,55.0,C,CSE1,CSE2,89,43,89.75
456,25,40,39,33,C,34.25,D,CSE2,CSE1,40,25,91.25
457,67,35,75,74,B,62.75,C,CSE3,CSE2,75,35,89.75
458,44,77,49,44,B,53.5,C,CSE2,CSE1,77,44,89.75
459,84,34,80,85,A,70.75,B,CSE4,CSE2,85,34,91.75
460,45,26,36,85,A,48.0,D,CSE4,CSE2,85,26,91.75
461,50,70,60,60,A,60.0,C,CSE2,CSE1,70,50,91.75
462,90,78,37,30,B,58.75,C,CSE1,CSE4,90,30,89.75
463,61,78,71,67,C,69.25,Invalid,CSE2,CSE1,78,61,91.25
464,83,46,87,82,C,74.5,B,CSE3,CSE2,87,46,91.25
465,61,45,74,84,A,66.0,C,CSE4,CSE2,84,45,91.75
466,57,56,61,52,B,56.5,C,CSE3,CSE4,61,52,89.75
467,63,54,32,84,B,58.25,C,CSE4,CSE3,84,32,89.75
468,43,85,79,47,A,63.5,C,CSE2,CSE1,85,43,91.75
469,40,73,64,31,D,52.0,C,CSE2,CSE4,73,31,89.75
470,77,88,50,75,B,72.5,B,CSE2,CSE3,88,50,89.75
471,31,78,74,94,A,69.25,Invalid,CSE4,CSE1,94,31,91.75
472,86,94,61,49,D,72.5,B,CSE2,CSE4,94,49,89.75
473,61,93,93,52,B,74.75,B,CSE2,CSE4,93,52,89.75
474,82,83,67,51,B,70.75,B,CSE2,CSE4,83,51,89.75
475,67,78,40,53,A,59.5,C,CSE2,CSE3,78,40,91.75
476,78,55,60,90,D,70.75,B,CSE4,CSE2,90,55,89.75
477,87,66,28,40,B,55.25,C,CSE1,CSE3,87,28,89.75
478,30,75,62,65,B,58.0,C,CSE2,CSE1,75,30,89.75
479,42,37,75,34,C,47.0,D,CSE3,CSE4,75,34,91.25
480,86,71,90,68,C,78.75,B,CSE3,CSE4,90,68,91.25
481,38,51,93,30,D,53.0,C,CSE3,CSE4,93,30,89.75
482,30,88,34,78,B,57.5,C,CSE2,CSE1,88,30,89.75
483,38,43,78,82,D,60.25,C,CSE4,CSE1,82,38,89.75
484,38,85,41,26,D,47.5,D,CSE2,CSE4,85,26,89.75
485,52,81,67,77,B,69.25,Invalid,CSE2,CSE1,81,52,89.75
486,70,40,49,55,B,53.5,C,CSE1,CSE2,70,40,89.75
487,31,74,70,64,D,59.75,C,CSE2,CSE1,74,31,89.75
488,28,78,48,65,C,54.75,C,CSE2,CSE1,78,28,91.25
489,28,37,90,82,A,59.25,C,CSE3,CSE1,90,28,91.75
490,90,94,61,88,C,83.25,A-,CSE2,CSE3,94,61,91.25
491,65,53,55,67,B,60.0,C,CSE4,CSE2,67,53,89.75
492,40,40,50,59,A,47.25,D,CSE4,CSE1,59,40,91.75
493,73,83,79,82,C,79.25,Invalid,CSE2,CSE1,83,73,91.25
494,52,30,90,50,A,55.5,C,CSE3,CSE2,90,30,91.75
495,47,67,78,91,B,70.75,B,CSE4,CSE1,91,47,89.75
496,92,90,70,46,C,74.5,B,CSE1,CSE4,92,46,91.25
497,85,49,67,82,A,70.75,B,CSE1,CSE2,85,49,91.75
498,63,82,94,65,B,76.0,B,CSE3,CSE1,94,63,89.75
499,91,58,29,38,A,54.0,C,CSE1,CSE3,91,29,91.75
500,51,28,56,84,A,54.75,C,CSE4,CSE2,84,28,91.75
501,92,88,93,76,B,87.25,A-,CSE3,CSE4,93,76,89.75
502,84,50,64,26,C,56.0,C,CSE1,CSE4,84,26,91.25
503,70,25,92,81,B,67.0,C,CSE3,CSE2,92,25,89.75
504,47,48,66,44,C,51.25,C,CSE3,CSE4,66,44,91.25
505,57,38,91,86,B,68.0,C,CSE3,CSE2,91,38,89.75
506,40,52,55,55,C,50.5,C,CSE3,CSE1,55,40,91.25
507,34,89,87,70,C,70.0,B,CSE2,CSE1,89,34,91.25
508,49,45,53,64,B,52.75,C,CSE4,CSE2,64,45,89.75
509,44,67,36,35,C,45.5,D,CSE2,CSE4,67,35,91.25
510,57,88,68,37,A,62.5,C,CSE2,CSE4,88,37,91.75
511,87,55,48,41,B,57.75,C,CSE1,CSE4,87,41,89.75
512,40,49,48,33,C,42.5,D,CSE2,CSE4,49,33,91.25
513,94,69,66,58,A,71.75,B,CSE1,CSE4,94,58,91.75
514,73,49,62,71,A,63.75,C,CSE1,CSE2,73,49,91.75
515,34,31,83,32,D,45.0,D,CSE3,CSE2,83,31,89.75
516,36,89,76,30,D,57.75,C,CSE2,CSE4,89,30,89.75
517,90,39,94,90,B,78.25,B,CSE3,CSE2,94,39,89.75
518,54,27,63,41,B,46.25,D,CSE3,CSE2,63,27,89.75
519,62,93,90,50,B,73.75,B,CSE2,CSE4,93,50,89.75
520,68,32,37,76,C,53.25,C,CSE4,CSE2,76,32,91.25
521,57,57,90,61,D,66.25,C,CSE3,CSE1,90,57,89.75
522,72,54,43,33,B,50.5,C,CSE1,CSE4,72,33,89.75
523,68,30,49,52,C,49.75,Invalid,CSE1,CSE2,68,30,91.25
524,80,38,78,31,D,56.75,C,CSE1,CSE4,80,31,89.75
525,36,47,72,56,A,52.75,C,CSE3,CSE1,72,36,91.75
526,79,94,68,88,D,82.25,A-,CSE2,CSE3,94,68,89.75
527,50,72,74,82,C,69.5,Invalid,CSE4,CSE1,82,50,91.25
528,39,93,82,87,B,75.25,B,CSE2,CSE1,93,39,89.75
529,59,53,83,94,D,72.25,B,CSE4,CSE2,94,53,89.75
530,43,45,52,39,A,44.75,D,CSE3,CSE4,52,39,91.75
531,88,83,44,71,C,71.5,B,CSE1,CSE3,88,44,91.25
532,37,85,29,91,A,60.5,C,CSE4,CSE3,91,29,91.75
533,92,25,83,83,B,70.75,B,CSE1,CSE2,92,25,89.75
534,78,88,53,60,C,69.75,Invalid,CSE2,CSE3,88,53,91.25
535,85,34,28,57,D,51.0,C,CSE1,CSE3,85,28,89.75
536,52,58,42,62,A,53.5,C,CSE4,CSE3,62,42,91.75
537,43,41,54,38,B,44.0,D,CSE3,CSE4,54,38,89.75
538,58,36,60,25,B,44.75,D,CSE3,CSE4,60,25,89.75
539,31,46,28,35,B,35.0,D,CSE2,CSE3,46,28,89.75
540,30,50,94,55,A,57.25,C,CSE3,CSE1,94,30,91.75
541,77,63,49,43,B,58.0,C,CSE1,CSE4,77,43,89.75
542,88,58,42,33,D,55.25,C,CSE1,CSE4,88,33,89.75
543,45,62,52,27,A,46.5,D,CSE2,CSE4,62,27,91.75
544,90,86,35,45,D,64.0,C,CSE1,CSE3,90,35,89.75
545,61,29,79,58,C,56.75,C,CSE3,CSE2,79,29,91.25
546,79,65,44,58,A,61.5,C,CSE1,CSE3,79,44,91.75
547,33,44,46,36,D,39.75,D,CSE3,CSE1,46,33,89.75
548,88,37,48,34,B,51.75,C,CSE1,CSE4,88,34,89.75
549,73,71,29,82,B,63.75,C,CSE4,CSE3,82,29,89.75
550,38,33,34,73,B,44.5,D,CSE4,CSE2,73,33,89.75
551,90,45,51,84,C,67.5,C,CSE1,CSE2,90,45,91.25
552,72,83,40,92,D,71.75,B,CSE4,CSE3,92,40,89.75
553,79,31,54,44,C,52.0,C,CSE1,CSE2,79,31,91.25
554,54,48,72,89,D,65.75,C,CSE4,CSE2,89,48,89.75
555,35,37,87,61,B,55.0,C,CSE3,CSE1,87,35,89.75
556,64,85,82,80,C,77.75,B,CSE2,CSE1,85,64,91.25
557,76,82,72,44,B,68.5,C,CSE2,CSE4,82,44,89.75
558,32,68,40,39,B,44.75,D,CSE2,CSE1,68,32,89.75
559,73,71,42,50,B,59.0,C,CSE1,CSE3,73,42,89.75
560,29,30,74,30,B,40.75,D,CSE3,CSE1,74,29,89.75
561,60,54,88,56,C,64.5,C,CSE3,CSE2,88,54,91.25
562,34,60,38,62,D,48.5,D,CSE4,CSE1,62,34,89.75
563,32,68,36,91,C,56.75,C,CSE4,CSE1,91,32,91.25
564,74,93,75,31,A,68.25,C,CSE2,CSE4,93,31,91.75
565,70,65,57,70,D,65.5,C,CSE1,CSE3,70,57,89.75
566,53,90,39,38,B,55.0,C,CSE2,CSE4,90,38,89.75
567,71,83,37,66,B,64.25,C,CSE2,CSE3,83,37,89.75
568,85,46,28,67,A,56.5,C,CSE1,CSE3,85,28,91.75
569,75,46,70,86,A,69.25,Invalid,CSE4,CSE2,86,46,91.75
570,75,83,90,93,B,85.25,A-,CSE4,CSE1,93,75,89.75
571,56,84,25,35,B,50.0,C,CSE2,CSE3,84,25,89.75
572,49,35,79,27,C,47.5,D,CSE3,CSE4,79,27,91.25
573,35,65,80,72,D,63.0,C,CSE3,CSE1,80,35,89.75
574,85,84,69,30,C,67.0,C,CSE1,CSE4,85,30,91.25
575,59,52,30,93,B,58.5,C,CSE4,CSE3,93,30,89.75
576,82,91,30,47,C,62.5,C,CSE2,CSE3,91,30,91.25
577,41,41,43,83,D,52.0,C,CSE4,CSE1,83,41,89.75
578,86,56,30,64,A,59.0,C,CSE1,CSE3,86,30,91.75
579,77,32,85,51,C,61.25,C,CSE3,CSE2,85,32,91.25
580,36,53,89,60,D,59.5,C,CSE3,CSE1,89,36,89.75
581,37,35,64,31,D,41.75,D,CSE3,CSE4,64,31,89.75
582,65,82,81,36,B,66.0,C,CSE2,CSE4,82,36,89.75
583,52,45,37,76,B,52.5,C,CSE4,CSE3,76,37,89.75
584,67,34,61,67,B,57.25,C,CSE1,CSE2,67,34,89.75
585,66,46,29,26,C,41.75,D,CSE1,CSE4,66,26,91.25
586,42,79,54,75,C,62.5,C,CSE2,CSE1,79,42,91.25
587,51,55,28,78,A,53.0,C,CSE4,CSE3,78,28,91.75
588,27,86,28,81,B,55.5,C,CSE2,CSE1,86,27,89.75
589,28,88,49,65,B,57.5,C,CSE2,CSE1,88,28,89.75
590,87,89,30,92,B,74.5,B,CSE4,CSE3,92,30,89.75
591,69,70,81,28,D,62.0,C,CSE3,CSE4,81,28,89.75
592,27,42,92,83,C,61.0,C,CSE3,CSE1,92,27,91.25
593,86,88,41,59,C,68.5,C,CSE2,CSE3,88,41,91.25
594,85,60,79,59,C,70.75,B,CSE1,CSE4,85,59,91.25
595,75,94,86,58,B,78.25,B,CSE2,CSE4,94,58,89.75
596,36,69,81,40,B,56.5,C,CSE3,CSE1,81,36,89.75
597,84,88,27,49,C,62.0,C,CSE2,CSE3,88,27,91.25
598,84,75,35,63,B,64.25,C,CSE1,CSE3,84,35,89.75
599,90,76,87,41,D,73.5,B,CSE1,CSE4,90,41,89.75
600,57,72,82,60,B,67.75,C,CSE3,CSE1,82,57,89.75
601,73,33,42,80,A,57.0,C,CSE4,CSE2,80,33,91.75
602,40,57,71,69,D,59.25,C,CSE3,CSE1,71,40,89.75
603,73,38,55,67,B,58.25,C,CSE1,CSE2,73,38,89.75
604,49,88,45,33,A,53.75,C,CSE2,CSE4,88,33,91.75
605,35,31,75,90,C,57.75,C,CSE4,CSE2,90,31,91.25
606,57,51,81,81,A,67.5,C,CSE3,CSE2,81,51,91.75
607,46,65,79,63,D,63.25,C,CSE3,CSE1,79,46,89.75
608,34,67,76,45,B,55.5,C,CSE3,CSE1,76,34,89.75
609,44,59,82,40,A,56.25,C,CSE3,CSE4,82,40,91.75
610,27,73,47,82,C,57.25,C,CSE4,CSE1,82,27,91.25
611,88,82,61,89,B,80.0,A-,CSE4,CSE3,89,61,89.75
612,81,78,40,73,A,68.0,C,CSE1,CSE3,81,40,91.75
613,79,30,55,49,D,53.25,C,CSE1,CSE2,79,30,89.75
614,85,77,87,75,A,81.0,A-,CSE3,CSE4,87,75,91.75
615,26,34,38,53,A,37.75,D,CSE4,CSE1,53,26,91.75
616,42,90,37,92,A,65.25,C,CSE4,CSE3,92,37,91.75
617,25,52,60,30,C,41.75,D,CSE3,CSE1,60,25,91.25
618,52,68,68,89,C,69.25,Invalid,CSE4,CSE1,89,52,91.25
619,31,87,93,34,B,61.25,C,CSE3,CSE1,93,31,89.75
620,49,59,72,85,A,66.25,C,CSE4,CSE1,85,49,91.75
621,78,94,63,27,B,65.5,C,CSE2,CSE4,94,27,89.75
622,89,49,40,42,C,55.0,C,CSE1,CSE3,89,40,91.25
623,80,69,64,73,A,71.5,B,CSE1,CSE3,80,64,91.75
624,33,46,91,55,A,56.25,C,CSE3,CSE1,91,33,91.75
625,72,86,30,29,B,54.25,C,CSE2,CSE4,86,29,89.75
626,89,43,52,58,D,60.5,C,CSE1,CSE2,89,43,89.75
627,78,32,39,82,B,57.75,C,CSE4,CSE2,82,32,89.75
628,66,63,42,37,A,52.0,C,CSE1,CSE4,66,37,91.75
629,92,73,43,84,A,73.0,B,CSE1,CSE3,92,43,91.75
630,94,35,83,53,B,66.25,C,CSE1,CSE2,94,35,89.75
631,31,33,27,63,C,38.5,D,CSE4,CSE3,63,27,91.25
632,89,88,76,65,A,79.5,Invalid,CSE1,CSE4,89,65,91.75
633,66,68,25,55,D,53.5,C,CSE2,CSE3,68,25,89.75
634,81,77,71,86,D,78.75,B,CSE4,CSE3,86,71,89.75
635,80,30,76,32,A,54.5,C,CSE1,CSE2,80,30,91.75
636,94,82,88,45,A,77.25,B,CSE1,CSE4,94,45,91.75
637,40,66,76,89,D,67.75,C,CSE4,CSE1,89,40,89.75
638,74,80,78,56,C,72.0,B,CSE2,CSE4,80,56,91.25
639,54,45,73,46,B,54.5,C,CSE3,CSE2,73,45,89.75
640,57,37,72,83,C,62.25,C,CSE4,CSE2,83,37,91.25
641,53,82,53,61,C,62.25,C,CSE2,CSE1,82,53,91.25
642,91,44,29,88,C,63.0,C,CSE1,CSE3,91,29,91.25
643,87,94,56,52,B,72.25,B,CSE2,CSE4,94,52,89.75
644,79,59,61,60,B,64.75,C,CSE1,CSE2,79,59,89.75
645,80,85,53,43,C,65.25,C,CSE2,CSE4,85,43,91.25
646,26,32,63,94,D,53.75,C,CSE4,CSE1,94,26,89.75
647,30,34,48,48,A,40.0,D,CSE3,CSE1,48,30,91.75
648,41,81,75,93,D,72.5,B,CSE4,CSE1,93,41,89.75
649,72,29,27,91,D,54.75,C,CSE4,CSE3,91,27,89.75
650,48,75,94,25,A,60.5,C,CSE3,CSE4,94,25,91.75
651,25,87,36,48,C,49.0,D,CSE2,CSE1,87,25,91.25
652,57,69,35,82,A,60.75,C,CSE4,CSE3,82,35,91.75
653,49,70,63,77,C,64.75,C,CSE4,CSE1,77,49,91.25
654,44,31,66,89,A,57.5,C,CSE4,CSE2,89,31,91.75
655,57,61,92,26,B,59.0,C,CSE3,CSE4,92,26,89.75
656,38,79,84,48,C,62.25,C,CSE3,CSE1,84,38,91.25
657,68,72,88,45,C,68.25,C,CSE3,CSE4,88,45,91.25
658,32,64,42,32,D,42.5,D,CSE2,CSE1,64,32,89.75
659,81,43,74,74,D,68.0,C,CSE1,CSE2,81,43,89.75
660,58,58,68,82,A,66.5,C,CSE4,CSE1,82,58,91.75
661,28,44,75,32,A,44.75,D,CSE3,CSE1,75,28,91.75
662,89,27,55,30,C,50.25,C,CSE1,CSE2,89,27,91.25
663,50,82,87,88,B,76.75,B,CSE4,CSE1,88,50,89.75
664,47,32,82,43,D,51.0,C,CSE3,CSE2,82,32,89.75
665,78,90,64,49,A,70.25,B,CSE2,CSE4,90,49,91.75
666,41,67,89,93,C,72.5,B,CSE4,CSE1,93,41,91.25
667,55,28,45,38,B,41.5,D,CSE1,CSE2,55,28,89.75
668,72,88,75,49,D,71.0,B,CSE2,CSE4,88,49,89.75
669,60,51,64,39,C,53.5,C,CSE3,CSE4,64,39,91.25
670,71,42,27,28,A,42.0,D,CSE1,CSE3,71,27,91.75
671,46,48,91,68,C,63.25,C,CSE3,CSE1,91,46,91.25
672,35,62,69,32,B,49.5,Invalid,CSE3,CSE4,69,32,89.75
673,73,71,46,67,C,64.25,C,CSE1,CSE3,73,46,91.25
674,42,33,49,62,B,46.5,D,CSE4,CSE2,62,33,89.75
675,78,86,25,44,D,58.25,C,CSE2,CSE3,86,25,89.75
676,45,64,59,72,B,60.0,C,CSE4,CSE1,72,45,89.75
677,51,74,85,60,B,67.5,C,CSE3,CSE1,85,51,89.75
678,52,88,77,70,D,71.75,B,CSE2,CSE1,88,52,89.75
679,48,40,69,78,B,58.75,C,CSE4,CSE2,78,40,89.75
680,64,76,75,86,C,75.25,B,CSE4,CSE1,86,64,91.25
681,39,71,31,94,D,58.75,C,CSE4,CSE3,94,31,89.75
682,37,60,69,64,C,57.5,C,CSE3,CSE1,69,37,91.25
683,47,90,84,35,C,64.0,C,CSE2,CSE4,90,35,91.25
684,93,86,53,28,A,65.0,C,CSE1,CSE4,93,28,91.75
685,34,66,41,72,A,53.25,C,CSE4,CSE1,72,34,91.75
686,51,88,52,66,B,64.25,C,CSE2,CSE1,88,51,89.75
687,41,26,80,53,D,50.0,C,CSE3,CSE2,80,26,89.75
688,86,81,75,68,A,77.5,B,CSE1,CSE4,86,68,91.75
689,33,81,41,33,D,47.0,D,CSE2,CSE1,81,33,89.75
690,76,30,49,50,A,51.25,C,CSE1,CSE2,76,30,91.75
691,55,25,25,62,B,41.75,D,CSE4,CSE2,62,25,89.75
692,53,60,47,63,D,55.75,C,CSE4,CSE3,63,47,89.75
693,62,41,45,87,B,58.75,C,CSE4,CSE2,87,41,89.75
694,70,26,38,30,B,41.0,D,CSE1,CSE2,70,26,89.75
695,63,38,63,85,D,62.25,C,CSE4,CSE2,85,38,89.75
696,26,50,59,40,A,43.75,D,CSE3,CSE1,59,26,91.75
697,71,72,40,94,D,69.25,Invalid,CSE4,CSE3,94,40,89.75
698,53,72,68,68,D,65.25,C,CSE2,CSE1,72,53,89.75
699,40,30,69,55,C,48.5,D,CSE3,CSE2,69,30,91.25
700,44,42,74,70,A,57.5,C,CSE3,CSE2,74,42,91.75
701,45,83,72,45,B,61.25,C,CSE2,CSE1,83,45,89.75
702,32,83,25,69,D,52.25,C,CSE2,CSE3,83,25,89.75
703,93,37,29,67,D,56.5,C,CSE1,CSE3,93,29,89.75
704,43,39,25,26,D,33.25,D,CSE1,CSE3,43,25,89.75
705,62,57,49,67,C,58.75,C,CSE4,CSE3,67,49,91.25
706,72,37,53,32,C,48.5,D,CSE1,CSE4,72,32,91.25
707,87,39,33,33,B,48.0,D,CSE1,CSE3,87,33,89.75
708,88,92,93,83,B,89.0,A-,CSE3,CSE4,93,83,89.75
709,51,79,50,46,C,56.5,C,CSE2,CSE4,79,46,91.25
710,33,60,58,46,C,49.25,Invalid,CSE2,CSE1,60,33,91.25
711,90,76,87,41,C,73.5,B,CSE1,CSE4,90,41,91.25
712,52,49,91,57,D,62.25,C,CSE3,CSE2,91,49,89.75
713,26,32,60,86,B,51.0,C,CSE4,CSE1,86,26,89.75
714,91,32,62,25,D,52.5,C,CSE1,CSE4,91,25,89.75
715,76,30,30,41,B,44.25,D,CSE1,CSE2,76,30,89.75
716,38,63,39,42,D,45.5,D,CSE2,CSE1,63,38,89.75
717,43,48,72,47,C,52.5,C,CSE3,CSE1,72,43,91.25
718,70,46,69,77,C,65.5,C,CSE4,CSE2,77,46,91.25
719,40,89,67,82,B,69.5,Invalid,CSE2,CSE1,89,40,89.75
720,43,55,49,53,C,50.0,C,CSE2,CSE1,55,43,91.25
721,26,92,27,62,C,51.75,C,CSE2,CSE1,92,26,91.25
722,58,80,82,91,A,77.75,B,CSE4,CSE1,91,58,91.75
723,26,43,62,35,D,41.5,D,CSE3,CSE1,62,26,89.75
724,84,60,46,42,D,58.0,C,CSE1,CSE4,84,42,89.75
725,63,43,54,72,D,58.0,C,CSE4,CSE2,72,43,89.75
726,85,72,33,89,C,69.75,Invalid,CSE4,CSE3,89,33,91.25
727,72,36,51,81,C,60.0,C,CSE4,CSE2,81,36,91.25
728,57,63,52,85,B,64.25,C,CSE4,CSE3,85,52,89.75
729,46,56,27,70,C,49.75,Invalid,CSE4,CSE3,70,27,91.25
730,72,91,61,93,A,79.25,Invalid,CSE4,CSE3,93,61,91.75
731,74,75,91,64,A,76.0,B,CSE3,CSE4,91,64,91.75
732,49,62,68,30,C,52.25,C,CSE3,CSE4,68,30,91.25
733,80,84,40,26,A,57.5,C,CSE2,CSE4,84,26,91.75
734,93,80,59,92,C,81.0,A-,CSE1,CSE3,93,59,91.25
735,89,57,26,93,D,66.25,C,CSE4,CSE3,93,26,89.75
736,74,93,84,65,B,79.0,B,CSE2,CSE4,93,65,89.75
737,47,35,31,64,D,44.25,D,CSE4,CSE3,64,31,89.75
738,83,29,62,90,C,66.0,C,CSE4,CSE2,90,29,91.25
739,79,44,86,41,D,62.5,C,CSE3,CSE4,86,41,89.75
740,43,82,84,45,D,63.5,C,CSE3,CSE1,84,43,89.75
741,81,56,28,46,D,52.75,C,CSE1,CSE3,81,28,89.75
742,41,58,67,53,B,54.75,C,CSE3,CSE1,67,41,89.75
743,68,49,53,73,B,60.75,C,CSE4,CSE2,73,49,89.75
744,68,35,49,91,A,60.75,C,CSE4,CSE2,91,35,91.75
745,32,71,40,79,D,55.5,C,CSE4,CSE1,79,32,89.75
746,34,38,59,77,D,52.0,C,CSE4,CSE1,77,34,89.75
747,58,89,74,34,A,63.75,C,CSE2,CSE4,89,34,91.75
748,46,84,35,90,A,63.75,C,CSE4,CSE3,90,35,91.75
749,76,48,82,60,D,66.5,C,CSE3,CSE2,82,48,89.75
750,57,40,91,69,A,64.25,C,CSE3,CSE2,91,40,91.75
751,60,29,86,52,B,56.75,C,CSE3,CSE2,86,29,89.75
752,47,72,78,38,A,58.75,C,CSE3,CSE4,78,38,91.75
753,63,55,34,26,A,44.5,D,CSE1,CSE4,63,26,91.75
754,53,55,36,55,D,49.75,Invalid,CSE2,CSE3,55,36,89.75
755,29,94,77,49,B,62.25,C,CSE2,CSE1,94,29,89.75
756,50,54,70,70,A,61.0,C,CSE3,CSE1,70,50,91.75
757,88,86,76,72,C,80.5,A-,CSE1,CSE4,88,72,91.25
758,50,61,31,77,C,54.75,C,CSE4,CSE3,77,31,91.25
759,57,30,78,38,C,50.75,C,CSE3,CSE2,78,30,91.25
760,33,38,68,45,B,46.0,D,CSE3,CSE1,68,33,89.75
761,42,54,66,29,D,47.75,D,CSE3,CSE4,66,29,89.75
762,70,48,37,49,A,51.0,C,CSE1,CSE3,70,37,91.75
763,46,41,30,33,A,37.5,D,CSE1,CSE3,46,30,91.75
764,93,77,72,49,B,72.75,B,CSE1,CSE4,93,49,89.75
765,60,55,64,43,B,55.5,C,CSE3,CSE4,64,43,89.75
